"","id","context","text","group"
"1789",89,18,"I helped him",4
"1790",90,18,"I would have to stop and help them.",4
"1791",91,18,"I would stop to help.",4
"1792",92,18,"I would stop and try and help him get medical assistance. ",4
"1793",93,18,"Stop and try to help",4
"1794",94,18,"Stop immediately and check for a pulse. If there was no immediate help nearby, I would carry the individual personally to safety.",4
"1795",95,18,"I would call the ambulance",1
"1796",96,18,"stop to render aid",4
"1797",97,18,"Get out and help my competitor.",4
"1798",98,18,"Stop immediately to help. Someone's life is more important than any prize.",4
"1799",99,18,"Stop and assist the person.",4
"1800",100,18,"Render aid, call for help.",4
