Progress,Duration (in seconds),Finished,S1_4,S1_5,S1_6,S2_4,S2_5,S2_6,S3_4,S3_5,S3_6,S4_4,S4_5,S4_6,S5_4,S5_5,S5_6,S6_4,S6_5,S6_6,S7_4,S7_5,S7_6,S8_4,S8_5,S8_6,S9_4,S9_5,S9_6,S10_4,S10_5,S10_6,S11_4,S11_5,S11_6,S12_4,S12_5,S12_6,S13_4,S13_5,S13_6,S14_4,S14_5,S14_6,S15_4,S15_5,S15_6,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A,S5-FR_5 - Parent Topics,S5-FR_5 - Sentiment Polarity,S5-FR_5 - Sentiment Score,S5-FR_5 - Sentiment,S5-FR_5 - Topic Sentiment Label,S5-FR_5 - Topic Sentiment Score,S5-FR_5 - Topics,FL_11_DO_FL_248,FL_11_DO_FL_265,FL_11_DO_FL_264,FL_11_DO_FL_263,FL_11_DO_FL_262,FL_11_DO_FL_261,FL_11_DO_FL_260,FL_11_DO_FL_259,FL_11_DO_FL_258,FL_11_DO_FL_257,FL_11_DO_FL_256,FL_11_DO_FL_255,FL_11_DO_FL_254,FL_11_DO_FL_253,FL_11_DO_FL_252,FL_11_DO_FL_251,FL_11_DO_FL_250,FL_11_DO_FL_249,FL_186_DO_FL_25,FL_186_DO_FL_27,FL_186_DO_FL_29,FL_186_DO_FL_31,FL_186_DO_FL_33,FL_186_DO_FL_35,FL_189_DO_FL_37,FL_189_DO_FL_39,FL_189_DO_FL_41,FL_189_DO_FL_44,FL_189_DO_FL_49,FL_189_DO_FL_51,FL_196_DO_FL_54,FL_196_DO_FL_56,FL_196_DO_FL_58,FL_196_DO_FL_60,FL_196_DO_FL_62,FL_196_DO_FL_64,FL_197_DO_FL_66,FL_197_DO_FL_68,FL_197_DO_FL_70,FL_197_DO_FL_72,FL_197_DO_FL_74,FL_197_DO_FL_76,FL_198_DO_FL_78,FL_198_DO_FL_80,FL_198_DO_FL_82,FL_198_DO_FL_84,FL_198_DO_FL_86,FL_198_DO_FL_88,FL_199_DO_FL_90,FL_199_DO_FL_92,FL_199_DO_FL_94,FL_199_DO_FL_96,FL_199_DO_FL_98,FL_199_DO_FL_100,FL_200_DO_FL_108,FL_200_DO_FL_110,FL_200_DO_FL_112,FL_200_DO_FL_114,FL_200_DO_FL_116,FL_200_DO_FL_118,FL_201_DO_FL_120,FL_201_DO_FL_123,FL_201_DO_FL_125,FL_201_DO_FL_127,FL_201_DO_FL_129,FL_201_DO_FL_131,FL_202_DO_FL_133,FL_202_DO_FL_137,FL_202_DO_FL_135,FL_202_DO_FL_139,FL_202_DO_FL_141,FL_202_DO_FL_143,FL_203_DO_FL_145,FL_203_DO_FL_147,FL_203_DO_FL_149,FL_203_DO_FL_151,FL_203_DO_FL_153,FL_203_DO_FL_155,FL_204_DO_FL_157,FL_204_DO_FL_161,FL_204_DO_FL_163,FL_204_DO_FL_165,FL_204_DO_FL_167,FL_204_DO_FL_169,FL_205_DO_FL_159,FL_205_DO_FL_171,FL_205_DO_FL_173,FL_205_DO_FL_175,FL_205_DO_FL_177,FL_205_DO_FL_179,FL_206_DO_FL_207,FL_206_DO_FL_208,FL_206_DO_FL_209,FL_206_DO_FL_210,FL_206_DO_FL_211,FL_206_DO_FL_212,FL_213_DO_FL_214,FL_213_DO_FL_215,FL_213_DO_FL_216,FL_213_DO_FL_217,FL_213_DO_FL_218,FL_213_DO_FL_219,FL_220_DO_FL_221,FL_220_DO_FL_222,FL_220_DO_FL_223,FL_220_DO_FL_224,FL_220_DO_FL_225,FL_220_DO_FL_226,FL_227_DO_FL_228,FL_227_DO_FL_229,FL_227_DO_FL_230,FL_227_DO_FL_231,FL_227_DO_FL_232,FL_227_DO_FL_233,FL_234_DO_FL_235,FL_234_DO_FL_236,FL_234_DO_FL_237,FL_234_DO_FL_238,FL_234_DO_FL_239,FL_234_DO_FL_240,FL_241_DO_FL_242,FL_241_DO_FL_243,FL_241_DO_FL_244,FL_241_DO_FL_245,FL_241_DO_FL_246,FL_241_DO_FL_247
100,203,TRUE,,,,100,100,100,,,,,,,,,,,,,,,,,,,2,1,2,,,,,,,,,,25,14,22,71,88,85,11,10,13,86,92,93,,,,,,,,54,Female,White / Caucasian,,Master's Degree (MS),Rung 7,,rescheduling for a later flight,,,,,,,ramming into the car,,,,blaming it on the maid of honor,moving into his father’s apartment,selling all the food to the highest bidder,hiking until she finds cell service,,,,,,,,,,,4,,,,,,,5,,,,1,2,6,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,
100,242,TRUE,,,,100,100,100,,,,,,,,,,,,,,,,10,8,7,,,,,,,,,,100,100,100,50,100,59,,,,100,100,90,,,,,,,100,100,100,,45,Male,White / Caucasian,,Master's Degree (MS),Rung 6,,rescheduling for a later flight,,,,,,tackling him and holding him down,,,,storing the knife in an airport locker,borrowing their mom’s wedding ring,,requesting supplies to be airdropped,,,calling for help,,,,,,,,,6,,,,,,4,,,,2,1,,3,,,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,
100,109,TRUE,5,1,5,,,,,,,,,,,,,,,,,,,,,,4,96,2,57,85,8,,,,,,,,,,16,0,61,,,,71,82,72,,,,100,100,100,,33,Male,White / Caucasian,,Some College,Rung 2,committing credit card fraud,,,,,,,,pulling over and calling 911,taking her to his house but no further,,,,abandoning his father,,hiking until she finds cell service,,calling for help,,,,,,,,5,,,,,,,,4,1,,,,3,,6,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,
100,146,TRUE,78,100,83,6,9,7,90,100,100,,,,,,,,,,,,,0,2,2,72,84,85,,,,100,100,100,,,,,,,,,,,,,,,,,,,,,,,29,Male,White / Caucasian,,College Graduate (4 year),Rung 4,switching insurance plans,trying to convince a passing driver to trade cars,explaining the situation to his boss,,,,,tackling him and holding him down,honking at the driver until they pull over,,calling emergency services,,,,,,,,,,,,,,,4,6,3,,,,,2,1,,5,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,223,TRUE,90,100,60,,,,,,,,,,90,100,100,,,,50,30,50,,,,10,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,10,0,0,,49,Female,White / Caucasian,,Some College,Rung 3,starting a fundraiser,,,,quickly trying to redo the assignment,,going without Ted,,tailgating the car,,slashing the tires,,,,,,,hiding him in the snow,,,,,,,,6,,,,5,,2,,3,,4,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
100,174,TRUE,,,,100,100,100,,,,1,1,1,,,,,,,,,,,,,100,100,81,0,0,0,,,,,,,,,,100,100,100,100,100,100,,,,,,,,,,,36,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 7,,taking a public bus,,crawling past the front desk,,,,,taking a detour at the next exit,stealing whatever she has on her,,,,checking in on his father daily,requesting supplies to be airdropped,,,,,,,,,,,,3,,4,,,,,6,2,,,,1,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
100,287,TRUE,,,,,,,50,100,70,,,,10,0,20,,,,,,,,,,50,100,100,,,,,,,10,100,50,90,100,90,,,,0,0,0,,,,,,,,,,,67,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,getting an advance payday loan,,copying a friend's assignment,,,,pulling over and calling 911,,,taking a train instead,telling his sister as soon as possible,,serving engine fuel to the passengers,,,,,,,,,,,,,2,,6,,,,5,,,1,4,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
100,186,TRUE,87,100,100,7,4,7,,,,,,,,,,,,,81,89,90,61,94,50,,,,39,91,82,,,,,,,,,,,,,,,,,,,,,,40,2,18,,32,Male,White / Caucasian,,Some College,Rung 3,switching insurance plans,demanding that the airline delays the flight,,,,,trying to buy a ticket off another person,making cat noises at him until he leaves,,taking her to his house but no further,,,,,,,,finishing the race,,,,,,,,4,6,,,,,2,5,,3,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
100,262,TRUE,,,,,,,,,,11,11,8,9,8,8,,,,,,,,,,,,,7,7,8,,,,39,71,63,,,,,,,,,,9,7,7,,,,6,4,2,,37,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,,,pulling the fire alarm,hypnotizing the teacher,,,,,yelling in gibberish until she leaves,,asking to check the knife,,,,getting her arm stuck in solidarity,,hiding him in the snow,,,,,,,,,,,3,1,,,,,2,,6,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,
100,277,TRUE,50,50,50,,,,,,,,,,,,,90,89,93,,,,83,100,100,30,20,20,37,78,50,,,,,,,,,,,,,61,86,86,,,,,,,,,,,27,Female,Black / African American,,College Graduate (4 year),Rung 5,searching for the medication on the black market,,,,,collecting wood to start a fire,,waving to the parents,tailgating the car,turning invisible,,,,,rationing their food,,,,,,,,,,,4,,,,,6,,3,2,1,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
100,75,TRUE,,,,,,,,,,,,,,,,,,,47,61,61,0,0,0,,,,,,,43,63,71,,,,53,57,66,,,,,,,64,78,81,19,24,15,,,,,36,Male,White / Caucasian,,Master's Degree (MS),Rung 5,,,,,,,trying to buy a ticket off another person,reading his mind,,,pouring water on the car to cool it,,blaming it on the maid of honor,,,getting her arm stuck in solidarity,leaving the store unattended,,,,,,,,,,,,,,,2,5,,,6,,1,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,
100,128,TRUE,,,,,,,50,100,25,0,0,0,0,0,0,50,0,0,,,,50,50,50,,,,,,,,,,,,,100,100,100,,,,,,,,,,,,,,,,,38,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,paying the money from his own wallet,pulling the fire alarm,hypnotizing the teacher,boosting morale with a three-legged race,,tackling him and holding him down,,,,,calling the taxi company,,,,,,,,,,,,,,,3,5,6,1,,4,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,233,TRUE,,,,,,,,,,,,,47,41,43,,,,,,,50,44,51,55,50,53,,,,,,,7,3,4,8,7,9,,,,,,,,,,,,,36,46,43,,32,Female,Black / African American,,College Graduate (4 year),Rung 6,,,,,hypnotizing the teacher,,,reading his mind,taking a detour at the next exit,,,hiding the knife in someone else's bag,running away,,,,,stealing his dogs for extra speed,,,,,,,,,,,,1,,,2,5,,,6,4,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
100,127,TRUE,,,,,,,,,,,,,,,,53,7,16,,,,,,,30,62,67,,,,,,,,,,40,18,20,77,79,92,,,,75,77,84,,,,51,8,8,,55,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,,,,,stealing all of the food and water,,,tailgating the car,,,,running away,checking in on his father daily,,hiking until she finds cell service,,stealing his dogs for extra speed,,,,,,,,,,,,,6,,,4,,,,1,2,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,
100,139,TRUE,72,17,25,81,91,77,,,,,,,,,,,,,86,66,56,,,,,,,4,13,0,,,,27,10,8,,,,,,,3,2,1,,,,,,,,,,,37,Female,Asian / Pacific Islander,,Master's Degree (MS),Rung 6,committing credit card fraud,taking a public bus,,,,,going without Ted,,,turning invisible,,pretending the knife is part of a hip replacement,,,serving engine fuel to the passengers,,,,,,,,,,,1,4,,,,,2,,,6,,3,,,5,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
100,230,TRUE,,,,,,,,,,,,,88,73,49,95,100,99,1,1,1,,,,,,,0,0,28,,,,,,,,,,,,,1,1,1,30,18,85,,,,,,,,57,Female,White / Caucasian,,College Graduate (4 year),Rung 4,,,,,bringing in the assignment the next day,huddling to conserve energy,stealing someone else's ticket,,,turning invisible,,,,,selling all the food to the highest bidder,yelling at Todd for getting stuck,,,,,,,,,,,,,,2,4,5,,,1,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,
100,258,TRUE,,,,,,,8,1,1,,,,,,,,,,,,,,,,51,82,15,81,89,89,,,,,,,,,,,,,,,,15,75,5,76,86,64,35,7,29,,43,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,staging a robbery,,,,,,honking an angry message in Morse code,refusing to drive her,,,,,,sawing Todd’s arm off,asking a friend to take over,finishing the race,,,,,,,,,,5,,,,,,3,2,,,,,,1,6,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,
100,139,TRUE,,,,,,,54,100,25,43,100,71,,,,,,,9,37,15,20,33,9,,,,,,,8,1,1,,,,100,100,100,,,,,,,,,,,,,,,,,34,Female,Black / African American,,College Graduate (4 year),Rung 5,,,paying the money from his own wallet,lying that she left her card inside,,,trying to buy a ticket off another person,making cat noises at him until he leaves,,,lighting a fire under the car,,telling his sister as soon as possible,,,,,,,,,,,,,,,5,2,,,1,6,,,4,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,285,TRUE,,,,,,,100,100,100,,,,91,97,98,,,,,,,,,,100,100,100,,,,,,,100,100,100,100,100,100,,,,,,,,,,,,,100,100,100,,42,Male,White / Caucasian,,High School or equivalent,Rung 1 (Bottom Rung),,,explaining the situation to his boss,,calling her mom,,,,taking a detour at the next exit,,,storing the knife in an airport locker,telling his sister as soon as possible,,,,,carrying her competitor on her sled,,,,,,,,,,2,,6,,,,5,,,4,3,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
100,245,TRUE,,,,,,,,,,,,,,,,41,87,55,,,,0,51,0,,,,9,0,4,0,20,0,,,,,,,0,0,0,,,,,,,86,100,100,,,,,45,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,,boosting morale with a three-legged race,,making cat noises at him until he leaves,,stealing whatever she has on her,pouring water on the car to cool it,,,buying his father a tent,,,locking up the store,,,,,,,,,,,,,,2,,3,,1,4,,,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
100,342,TRUE,,,,,,,,,,,,,,,,0,0,0,,,,50,82,70,,,,70,94,55,,,,36,93,46,,,,,,,41,5,23,,,,39,29,24,,,,,47,Male,Asian / Pacific Islander,,Doctoral Degree (PhD),Rung 5,,,,,,throwing away all of the food,,keeping an eye on him,,taking her to his house but no further,,taking a train instead,,,selling all the food to the highest bidder,,calling his lawyer,,,,,,,,,,,,,,6,,2,,4,,5,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
100,284,TRUE,90,100,85,,,,,,,,,,,,,,,,95,100,90,40,100,100,,,,,,,,,,,,,65,0,85,,,,80,100,100,,,,,,,70,100,100,,38,Female,White / Caucasian,,College Graduate (4 year),Rung 6,going on strike for better wages,,,,,,going without Ted,asking the parents if they know him,,,,,blaming it on the maid of honor,,rationing their food,,,calling for help,,,,,,,,5,,,,,,6,2,,,,,4,,1,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,
100,176,TRUE,50,61,59,,,,57,74,55,,,,,,,,,,53,55,35,39,56,55,,,,,,,50,70,33,,,,,,,,,,,,,,,,42,48,65,,,,,30,Male,Black / African American,,Master's Degree (MS),Rung 8,taking out a loan,,explaining the situation to his boss,,,,trying to buy a ticket off another person,reading his mind,,,slashing the tires,,,,,,staging a break-in at the store,,,,,,,,,1,,3,,,,6,5,,,4,,,,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
100,294,TRUE,85,100,90,10,0,0,,,,,,,,,,95,100,100,,,,,,,,,,,,,,,,,,,75,80,10,,,,5,0,0,,,,,,,50,100,90,,33,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 6,starting a fundraiser,stealing a passing driver's car,,,,huddling to conserve energy,,,,,,,borrowing their mom’s wedding ring,,serving engine fuel to the passengers,,,calling for help,,,,,,,,2,1,,,,6,,,,,,,5,,4,,,3,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,
100,173,TRUE,,,,,,,5,1,1,,,,,,,,,,,,,15,25,25,20,40,25,,,,2,1,2,,,,,,,,,,,,,,,,100,100,100,80,100,90,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 3,,,overcharging the next customers,,,,,tackling him and holding him down,honking an angry message in Morse code,,lighting a fire under the car,,,,,,calling his lawyer,carrying her competitor on her sled,,,,,,,,,,6,,,,,1,3,,4,,,,,,2,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,
100,114,TRUE,,,,,,,1,0,0,5,10,0,1,0,0,,,,,,,,,,,,,,,,,,,50,50,50,,,,2,0,0,100,100,100,,,,,,,,,,,29,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,staging a robbery,pulling the fire alarm,hypnotizing the teacher,,,,,,,storing the knife in an airport locker,,abandoning his father,rationing their food,,,,,,,,,,,,,1,4,6,,,,,,,3,,2,5,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
100,263,TRUE,,,,,,,82,9,10,,,,,,,40,0,0,,,,97,86,89,,,,,,,92,86,86,91,50,51,,,,,,,,,,,,,42,11,6,,,,,39,Female,White / Caucasian,,Master's Degree (MS),Rung 5,,,overcharging the next customers,,,stealing all of the food and water,,keeping an eye on him,,,asking to use the mall's loudspeaker,hiding the knife in someone else's bag,,,,,staging a break-in at the store,,,,,,,,,,,1,,,2,,3,,,4,6,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
100,225,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,7,2,,,,0,0,0,100,0,100,5,10,2,,,,,29,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,,,,,,,,,,lighting a fire under the car,threatening security with the knife,stealing someone else’s ring,,throwing disobedient passengers off the boat,hiking until she finds cell service,asking a friend to take over,,,,,,,,,,,,,,,,,,,2,1,4,,5,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,
100,179,TRUE,,,,,,,,,,0,3,10,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,85,81,75,68,91,92,,,,36,16,23,0,0,0,,41,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,,,lying that she left her card inside,,,,,,,,,stealing someone else’s ring,checking in on his father daily,organizing a fishing crew,,telling his lawyer that he’s sick,stealing his dogs for extra speed,,,,,,,,,,,4,,,,,,,,,2,5,1,,3,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,
100,179,TRUE,,,,,,,,,,,,,50,0,0,,,,50,100,50,,,,50,50,50,,,,,,,0,0,0,,,,0,0,0,,,,50,0,50,,,,,,,,30,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,,,,,copying a friend's assignment,,giving her ticket to Ted,,honking at the driver until they pull over,,,storing the knife in an airport locker,,abandoning his father,,yelling at Todd for getting stuck,,,,,,,,,,,,,,1,,4,,6,,,3,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,
100,191,TRUE,,,,,,,51,16,15,13,40,44,58,58,62,,,,,,,15,56,18,,,,,,,,,,16,52,52,,,,,,,61,65,64,,,,,,,,,,,52,Male,White / Caucasian,,College Graduate (4 year),Rung 4,,,overcharging the next customers,crawling past the front desk,bringing in the assignment the next day,,,asking the parents if they know him,,,,taking a train instead,,,requesting supplies to be airdropped,,,,,,,,,,,,,1,4,3,,,5,,,,2,,,6,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
100,161,TRUE,72,83,68,,,,,,,,,,,,,,,,,,,,,,30,38,25,,,,,,,,,,,,,52,72,79,,,,62,86,77,51,50,54,51,68,62,,32,Male,White / Caucasian,,High School or equivalent,Rung 4,starting a fundraiser,,,,,,,,tailgating the car,,,,,moving into his father’s apartment,,giving Todd her water,leaving the store unattended,carrying her competitor on her sled,,,,,,,,5,,,,,,,,2,,,,,3,,1,6,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,
100,280,TRUE,,,,,,,,,,63,36,72,94,57,93,,,,,,,,,,,,,1,3,1,30,21,14,,,,11,8,7,,,,100,100,100,,,,,,,,,,,32,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,,lying that she left her card inside,copying a friend's assignment,,,,,stealing whatever she has on her,slashing the tires,,stealing someone else’s ring,,requesting supplies to be airdropped,,,,,,,,,,,,,,2,4,,,,,5,3,,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
100,227,TRUE,,,,,,,,,,,,,70,100,80,20,0,5,,,,,,,50,50,50,,,,,,,,,,10,0,0,,,,,,,3,20,1,80,90,83,,,,,38,Male,White / Caucasian,,Master's Degree (MS),Rung 5,,,,,quickly trying to redo the assignment,stealing all of the food and water,,,honking an angry message in Morse code,,,,stealing someone else’s ring,,,getting her arm stuck in solidarity,asking a friend to take over,,,,,,,,,,,,,1,3,,,4,,,,2,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,
100,165,TRUE,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,,,,29,72,61,,,,,,,,,,50,81,83,,,,,,,,67,Male,Native American / American Indian,,Some College,Rung 6,,stealing a passing driver's car,,crawling past the front desk,,,,,ramming into the car,yelling in gibberish until she leaves,,taking a train instead,,,,giving Todd her water,,,,,,,,,,,4,,3,,,,,1,2,,6,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
